timestamp,week,query,theme,surface,cited,cited_url,citation_position,competitors_cited
2026-05-13T23:47:32Z,2026-W20,cease and desist counterfeit goods ecommerce,ecommerce-ip,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,DMCA takedown vs attorney letter counterfeit,ecommerce-ip,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,DMCA takedown vs attorney letter counterfeit,ecommerce-ip,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,DMCA takedown vs attorney letter counterfeit,ecommerce-ip,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,DMCA takedown vs attorney letter counterfeit,ecommerce-ip,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,trademark cease and desist letter ecommerce seller,ecommerce-ip,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,trademark cease and desist letter ecommerce seller,ecommerce-ip,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,trademark cease and desist letter ecommerce seller,ecommerce-ip,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,trademark cease and desist letter ecommerce seller,ecommerce-ip,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,eviction notice California tenant,landlord-tenant,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,eviction notice California tenant,landlord-tenant,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,eviction notice California tenant,landlord-tenant,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,eviction notice California tenant,landlord-tenant,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,unlawful detainer California process steps,landlord-tenant,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,unlawful detainer California process steps,landlord-tenant,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,unlawful detainer California process steps,landlord-tenant,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,unlawful detainer California process steps,landlord-tenant,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,security deposit dispute letter California landlord,landlord-tenant,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,security deposit dispute letter California landlord,landlord-tenant,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,security deposit dispute letter California landlord,landlord-tenant,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,security deposit dispute letter California landlord,landlord-tenant,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,landlord tenant dispute letter California,landlord-tenant,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,landlord tenant dispute letter California,landlord-tenant,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,landlord tenant dispute letter California,landlord-tenant,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,landlord tenant dispute letter California,landlord-tenant,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,contractor dispute demand letter California,contractor,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,contractor dispute demand letter California,contractor,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,contractor dispute demand letter California,contractor,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,contractor dispute demand letter California,contractor,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,breach of contract small business letter California,contractor,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,breach of contract small business letter California,contractor,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,breach of contract small business letter California,contractor,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,breach of contract small business letter California,contractor,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,freelancer unpaid invoice legal action California,contractor,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,freelancer unpaid invoice legal action California,contractor,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,freelancer unpaid invoice legal action California,contractor,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,freelancer unpaid invoice legal action California,contractor,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,consumer refund demand letter California,consumer,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,consumer refund demand letter California,consumer,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,consumer refund demand letter California,consumer,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,consumer refund demand letter California,consumer,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,deposit refund demand letter California,consumer,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,deposit refund demand letter California,consumer,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,deposit refund demand letter California,consumer,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,deposit refund demand letter California,consumer,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,online demand letter service vs lawyer,pricing-comparison,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,online demand letter service vs lawyer,pricing-comparison,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,online demand letter service vs lawyer,pricing-comparison,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,online demand letter service vs lawyer,pricing-comparison,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,California small claims vs demand letter,pricing-comparison,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,California small claims vs demand letter,pricing-comparison,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,California small claims vs demand letter,pricing-comparison,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,California small claims vs demand letter,pricing-comparison,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,talk to my lawyer online legal letter service,pricing-comparison,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,talk to my lawyer online legal letter service,pricing-comparison,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,talk to my lawyer online legal letter service,pricing-comparison,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,talk to my lawyer online legal letter service,pricing-comparison,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,selling knockoffs Amazon California what to do,ecommerce-ip,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,selling knockoffs Amazon California what to do,ecommerce-ip,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,selling knockoffs Amazon California what to do,ecommerce-ip,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,selling knockoffs Amazon California what to do,ecommerce-ip,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,what is a trademark cease and desist letter,cease-and-desist,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,what is a trademark cease and desist letter,cease-and-desist,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,what is a trademark cease and desist letter,cease-and-desist,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,what is a trademark cease and desist letter,cease-and-desist,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,cease and desist letter ecommerce counterfeit goods,ecommerce-ip,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,cease and desist letter ecommerce counterfeit goods,ecommerce-ip,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,cease and desist letter ecommerce counterfeit goods,ecommerce-ip,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,cease and desist letter ecommerce counterfeit goods,ecommerce-ip,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,attorney letter DMCA takedown counterfeit listing faster,ecommerce-ip,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,attorney letter DMCA takedown counterfeit listing faster,ecommerce-ip,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,attorney letter DMCA takedown counterfeit listing faster,ecommerce-ip,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,attorney letter DMCA takedown counterfeit listing faster,ecommerce-ip,google_aio,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,Amazon counterfeit seller legal action California,ecommerce-ip,perplexity,error,,,browser_blocked
2026-05-13T23:47:32Z,2026-W20,Amazon counterfeit seller legal action California,ecommerce-ip,chatgpt,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,Amazon counterfeit seller legal action California,ecommerce-ip,claude,error,,,browser_blocked|auth_required_first_run
2026-05-13T23:47:32Z,2026-W20,Amazon counterfeit seller legal action California,ecommerce-ip,google_aio,error,,,browser_blocked
